Time (s),Raw_Voltage (V),Filtered_Voltage (V)
0.0032858800000212796,0.0,-0.0024656237409551108
0.00800033899997743,0.0,-0.0006311548631757369
0.01600017700002354,0.006445410849164568,0.0005298997121105761
0.024000367999974515,0.0,-0.00026535679320384854
0.03200052199997572,0.003222705424582284,-0.001702952108670153
0.0400003969999716,0.0,-0.0028230187482399306
0.04800029199998335,0.0,-0.0037995620921062088
0.05600007500004267,0.0,-0.003740007562632119
0.06400004299996453,0.0,-0.003975521697390149
0.07200027099997897,0.0,-0.004973855105809729
0.08000044300001719,0.0,-0.003062694955676906
0.08800017099997604,0.006445410849164568,0.0002829041069316454
0.0960001949999878,0.003222705424582284,-0.0008910637778069431
0.10400045899996258,0.0,-0.004889428683638724
0.11200009399999544,0.0,-0.006057229828715766
0.12000009999997019,0.0,-0.0049826814458412035
0.12800004999996872,0.0,-0.005492893134882319
0.13600005499995405,0.0,-0.006987056138157998
0.14400017200000548,0.0,-0.0049422527723202575
0.15200032500001726,0.006445410849164568,-0.00044057463126172757
0.1600000529999761,0.006445410849164568,-0.0007326521142203519
0.16800002100001166,0.0,-0.00559485142547198
0.17600030400001287,0.0,-0.007934989473324884
0.1840001250000114,0.0,-0.007117996158076456
0.19200003799994647,0.0,-0.006981496276186913
0.20000017300003492,0.0,-0.007995297979656042
0.2080000480000308,0.0,-0.008250328525976534
0.216000312999995,0.0,-0.00694063098835728
0.22400004099995385,0.003222705424582284,-0.006369334432262907
0.2320003429999815,0.0,-0.007786374530907109
0.24000006999995094,0.0,-0.008645469720452187
0.2480002050000394,0.0,-0.009079706160632008
0.25600021100001413,0.0,-0.00979395895634914
0.2640001419999862,0.0,-0.0075533801695840605
0.27200014699997155,0.006445410849164568,-0.0051759465840516584
0.2800000969999701,0.0,-0.008271926260465245
0.28800001000001885,0.0,-0.0105385835909247
0.2960003670000333,0.003222705424582284,-0.006462674866737636
0.3040002249999816,0.006445410849164568,-0.0046666014810431925
0.3120001190000039,0.0,-0.009348639882104645
0.32000023600005534,0.0,-0.01181937686870613
0.32800035200000366,0.0,-0.010034721842913135
0.33600015399997574,0.0,-0.011102269680731493
0.34400002999996104,0.0,-0.01262670990353659
0.35200009100003626,0.0,-0.00833112538910078
0.36000030000002425,0.00966811627374685,-0.0055045201231372475
0.3680000460000201,0.0,-0.009485136357995997
0.3760002369999711,0.0,-0.0117072540534883
0.3840000750000172,0.003222705424582284,-0.010560328620304978
0.3920001730000422,0.0,-0.010912742029142528
0.4000003830000196,0.003222705424582284,-0.008657134723218432
0.4080001290000155,0.00966811627374685,-0.00466651488926632
0.4160001159999638,0.003222705424582284,-0.00754367876059535
0.4240000099999861,0.0,-0.013535885599146105
0.4320001080000111,0.0,-0.013598746569513194
0.44000005800000963,0.0,-0.010781144704117205
0.4480001560000346,0.006445410849164568,-0.010224737916250008
0.4560003090000464,0.0,-0.009106157871818784
0.4640002959999947,0.00966811627374685,-0.007095716072612578
0.47200026400003026,0.003222705424582284,-0.008739264457641182
0.4800000850000288,0.0,-0.01260706868959563
0.48800001600000087,0.003222705424582284,-0.013202004050389068
0.49600031800002853,0.0,-0.010088380089302696
0.5040003780000006,0.00966811627374685,-0.007379185335127946
0.5120001059999595,0.003222705424582284,-0.00835978475316157
0.5200003149999475,0.003222705424582284,-0.011734321773078822
0.528000153999983,0.0,-0.013733531470050056
0.5360000299999683,0.0,-0.013799357560334659
0.5440003310000066,0.0,-0.014076765726189539
0.5520000029999892,0.0,-0.014432185496501236
0.5600001200000406,0.0,-0.013163382173667517
0.5680001440000524,0.003222705424582284,-0.0119207124174612
0.5760000929999478,0.0,-0.013189126272824385
0.5840001909999728,0.0,-0.014574807871345068
0.592000363000011,0.0,-0.013847578489998567
0.6000001459999567,0.0,-0.013829368880899258
0.6080003739999711,0.0,-0.014761965388855925
0.6160002130000066,0.0,-0.012572119815670958
0.6240002550000554,0.006445410849164568,-0.008926888490737259
0.6320000010000513,0.003222705424582284,-0.009687729141336565
0.6400001729999758,0.0,-0.013675193291845614
0.6480001789999505,0.0,-0.014683182724770216
0.6560003509999888,0.0,-0.012135110731456927
0.6640000969999846,0.003222705424582284,-0.011372118611304419
0.67200010199997,0.0,-0.013199972056075406
0.6800001819999579,0.0,-0.01259834154142268
0.6880002240000067,0.003222705424582284,-0.010351872026126715
0.6960001370000555,0.003222705424582284,-0.010596454783097578
0.7040002349999668,0.0,-0.010493883727846376
0.7120000180000261,0.006445410849164568,-0.009015858304273748
0.7200003560000141,0.0,-0.010499234996884847
0.7280000470000232,0.0,-0.012923414294094271
0.7360000339999715,0.0,-0.012385008762851469
0.7440000210000335,0.0,-0.011484008634494348
0.7520000450000452,0.0,-0.011789282508499668
0.7600001609999936,0.0,-0.011575395968259301
0.7680002770000556,0.0,-0.011074315660873893
0.7760002459999669,0.0,-0.010978635669119831
0.784000084000013,0.0,-0.01074572936241831
0.7920001270000512,0.0,-0.010376867732447444
0.8000003729999889,0.0,-0.010139541854700253
0.8080000259999451,0.0,-0.009857166810199908
0.8160003100000495,0.0,-0.009516283456573404
0.8240002039999581,0.0,-0.00921785369109296
0.8320001539999566,0.0,-0.008884352046717848
0.8400003069999684,0.0,-0.008529481415512
0.8480003500000066,0.0,-0.008205696584732242
0.8560002250000025,0.0,-0.007814421132878632
0.8640003049999905,0.0,-0.007420883356959461
0.872000254999989,0.0,-0.007115176596000049
0.8800001299999849,0.0,-0.006643498190917994
0.8880001359999596,0.0,-0.006164874020382777
0.8960002339999846,0.0,-0.005986586932658112
